Reporting_Period,Holder_Sector,Instrument_Type,Issuer_Region,Issuer_Sector,Nominal_Currency,Original_Maturity,Holding_Amount
2019-12,IC,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,1236.00
2019-12,IC,Debt Securities,United States,NFC,Euro,Short-Term,65.00
2019-12,OFI,Debt Securities,United States,OFI,Non-Euro,Long-Term,1007.00
2019-12,IF,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,286110.00
2019-12,CI,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,1847.00
2019-12,IF,Debt Securities,United Kingdom,CI,Euro,Short-Term,511.00
2019-12,MMF,Debt Securities,Ireland,OFI,Euro,Short-Term,1968.00
2019-12,HH,Listed Shares,Rest of World,NFC,Non-Euro,N/A,383.00
2019-12,CI,MMF Shares,Ireland,MMF,Non-Euro,N/A,105.00
2019-12,OFI,Debt Securities,Rest of World,OFI,Euro,Long-Term,2618.00
2019-12,OFI,Debt Securities,United Kingdom,NFC,Euro,Long-Term,5741.00
2019-12,NFC,IF Shares,Other Euro Area,IF,Euro,N/A,28.00
2019-12,OFI,Listed Shares,Rest of World,NFC,Non-Euro,N/A,36.00
2019-09,IF,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,40047.00
2019-09,MMF,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,13353.00
2019-09,MMF,Debt Securities,United States,OFI,Non-Euro,Short-Term,2040.00
2019-09,MMF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,818.00
2019-09,CI,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,1586.00
2019-09,IC,MMF Shares,United Kingdom,MMF,Non-Euro,N/A,233.00
2019-09,PF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,8048.00
2019-09,NFC,Listed Shares,Ireland,NFC,Euro,N/A,140.00
2019-09,IC,Debt Securities,United States,OFI,Euro,Long-Term,1801.00
2019-09,MMF,Debt Securities,United Kingdom,GOV,Euro,Short-Term,124.00
2019-09,FVC,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,1752.00
2019-09,IF,IF Shares,Ireland,IF,Non-Euro,N/A,71199.00
2019-09,OFI,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,7680.00
2019-09,IF,Debt Securities,Rest of World,GOV,Euro,Long-Term,3161.00
2019-09,PF,Listed Shares,United States,NFC,Non-Euro,N/A,1234.00
2019-09,IC,MMF Shares,Rest of World,MMF,Euro,N/A,26.00
2019-09,IC,Debt Securities,Rest of World,OFI,Euro,Short-Term,26.00
2019-09,IC,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,2648.00
2019-09,IF,Debt Securities,Ireland,CI,Euro,Short-Term,-76.00
2019-09,PF,Listed Shares,Other Euro Area,OFI,Euro,N/A,789.00
2019-09,PF,Listed Shares,Ireland,NFC,Non-Euro,N/A,16.00
2019-09,CI,MMF Shares,Ireland,MMF,Non-Euro,N/A,169.00
2019-09,MMF,Debt Securities,United Kingdom,NFC,Non-Euro,Short-Term,28.00
2019-09,PF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,520.00
2019-09,CI,Listed Shares,United States,OFI,Non-Euro,N/A,92.00
2019-09,PF,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,13.00
2019-09,IC,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,1442.00
2019-09,IC,Debt Securities,Other Euro Area,CI,Euro,Short-Term,492.00
2019-09,HH,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,173.00
2019-09,MMF,Debt Securities,United States,GOV,Euro,Long-Term,114.00
2019-09,IF,Debt Securities,Other Euro Area,GOV,Non-Euro,Short-Term,30.00
2019-09,MMF,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,4954.00
2019-09,IC,IF Shares,Ireland,IF,Non-Euro,N/A,8677.00
2019-09,PF,Debt Securities,United States,GOV,Non-Euro,Long-Term,192.00
2019-09,PF,Listed Shares,Ireland,OFI,Euro,N/A,1302.00
2019-09,CI,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,23275.00
2019-09,OFI,IF Shares,Ireland,IF,Euro,N/A,761.00
2019-09,CI,Debt Securities,Ireland,GOV,Euro,Long-Term,17007.00
2019-09,PF,Listed Shares,United States,CI,Non-Euro,N/A,20.00
2019-09,FVC,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,1573.00
2019-09,HH,IF Shares,Ireland,IF,Non-Euro,N/A,298.00
2019-09,CI,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,46.00
2019-09,IF,Debt Securities,Rest of World,NFC,Euro,Short-Term,32.00
2019-09,MMF,Debt Securities,United Kingdom,NFC,Euro,Short-Term,140.00
2019-09,CI,Debt Securities,Rest of World,CI,Euro,Long-Term,4104.00
2019-09,IF,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,319.00
2019-09,IF,Listed Shares,Rest of World,CI,Euro,N/A,101.00
2019-09,CI,Debt Securities,Ireland,OFI,Euro,Long-Term,13561.00
2019-09,CI,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,80.00
2019-09,HH,IF Shares,United Kingdom,IF,Non-Euro,N/A,495.00
2019-09,HH,Listed Shares,Ireland,NFC,Euro,N/A,2326.00
2019-09,IF,Debt Securities,Ireland,OFI,Euro,Long-Term,14989.00
2019-09,IF,Debt Securities,Ireland,CI,Non-Euro,Short-Term,17.00
2019-09,MMF,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,1873.00
2019-09,HH,Listed Shares,United States,CI,Non-Euro,N/A,17.00
2019-09,HH,Listed Shares,Other Euro Area,NFC,Euro,N/A,398.00
2019-09,IF,Listed Shares,United States,NFC,Non-Euro,N/A,314640.00
2019-09,IF,Debt Securities,Other Euro Area,OFI,Non-Euro,Short-Term,249.00
2019-09,MMF,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,112.00
2019-09,IC,Debt Securities,United States,OFI,Non-Euro,Long-Term,2730.00
2019-09,FVC,Debt Securities,United Kingdom,NFC,Euro,Long-Term,9794.00
2019-09,PF,Listed Shares,United States,OFI,Euro,N/A,1069.00
2019-09,IF,Debt Securities,Ireland,CI,Non-Euro,Long-Term,59.00
2019-09,PF,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,13.00
2019-09,FVC,Debt Securities,Other Euro Area,CI,Euro,Short-Term,92.00
2019-09,IC,Listed Shares,United Kingdom,OFI,Euro,N/A,88.00
2019-09,FVC,Debt Securities,United States,OFI,Euro,Long-Term,5744.00
2019-09,IC,IF Shares,Other Euro Area,IF,Euro,N/A,72561.00
2019-09,IC,Listed Shares,United States,NFC,Non-Euro,N/A,15964.00
2019-09,CI,Debt Securities,United States,GOV,Non-Euro,Long-Term,261.00
2019-09,NFC,Listed Shares,Ireland,OFI,Euro,N/A,118.00
2019-09,MMF,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,5356.00
2019-09,IF,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,12574.00
2019-09,MMF,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,1861.00
2019-09,OFI,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,351.00
2019-09,MMF,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,6096.00
2019-09,PF,Debt Securities,Rest of World,GOV,Euro,Long-Term,11.00
2019-09,CI,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,134.00
2019-09,PF,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,19.00
2019-09,PF,Listed Shares,Ireland,CI,Euro,N/A,31.00
2019-09,HH,Listed Shares,Ireland,CI,Non-Euro,N/A,12.00
2019-09,OFI,Listed Shares,Other Euro Area,OFI,Euro,N/A,720.00
2019-09,OFI,Debt Securities,Ireland,GOV,Euro,Long-Term,298.00
2019-09,IF,Debt Securities,United States,NFC,Non-Euro,Long-Term,81801.00
2019-09,OFI,Debt Securities,United States,NFC,Euro,Short-Term,461.00
2019-09,PF,IF Shares,United Kingdom,IF,Non-Euro,N/A,318.00
2019-09,OFI,Listed Shares,Other Euro Area,CI,Euro,N/A,377.00
2019-09,HH,Listed Shares,United States,NFC,Non-Euro,N/A,989.00
2019-09,CI,Debt Securities,Rest of World,NFC,Euro,Long-Term,25.00
2019-09,CI,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,238.00
2019-09,OFI,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,26.00
2019-09,IF,Listed Shares,Other Euro Area,CI,Euro,N/A,7437.00
2019-09,OFI,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,549.00
2019-09,IF,MMF Shares,United Kingdom,MMF,Non-Euro,N/A,145.00
2019-09,IC,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,1135.00
2019-09,FVC,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,1549.00
2019-09,FVC,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,2806.00
2019-09,OFI,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,17.00
2019-09,IC,Listed Shares,Ireland,CI,Euro,N/A,23.00
2019-09,CI,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,360.00
2019-09,IF,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,3423.00
2019-09,NFC,Listed Shares,Other Euro Area,OFI,Euro,N/A,16.00
2019-09,MMF,Debt Securities,Ireland,GOV,Euro,Long-Term,43.00
2019-09,CI,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,864.00
2019-09,OFI,Listed Shares,Other Euro Area,NFC,Euro,N/A,3618.00
2019-09,CI,Debt Securities,United States,NFC,Non-Euro,Long-Term,293.00
2019-09,IF,Debt Securities,Ireland,OFI,Non-Euro,Short-Term,26.00
2019-09,IC,IF Shares,United States,IF,Non-Euro,N/A,706.00
2019-09,OFI,Listed Shares,Ireland,NFC,Euro,N/A,304.00
2019-09,IF,Listed Shares,Rest of World,NFC,Non-Euro,N/A,228065.00
2019-09,CI,Debt Securities,Other Euro Area,CI,Euro,Short-Term,41.00
2019-09,MMF,Debt Securities,United States,NFC,Euro,Long-Term,43.00
2019-09,CI,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,813.00
2019-09,FVC,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,454.00
2019-09,IF,Listed Shares,Ireland,NFC,Euro,N/A,4710.00
2019-09,IF,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,45638.00
2019-09,IF,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,4553.00
2019-09,IF,Listed Shares,Ireland,NFC,Non-Euro,N/A,7671.00
2019-09,MMF,MMF Shares,Ireland,MMF,Non-Euro,N/A,447.00
2019-09,IC,MMF Shares,Rest of World,MMF,Non-Euro,N/A,38.00
2019-09,MMF,Debt Securities,United States,OFI,Euro,Short-Term,3499.00
2019-09,IF,Listed Shares,United Kingdom,CI,Non-Euro,N/A,1639.00
2019-09,HH,Debt Securities,United Kingdom,CI,Euro,Long-Term,21.00
2019-09,HH,Listed Shares,Ireland,NFC,Non-Euro,N/A,52.00
2019-09,IF,Listed Shares,United States,NFC,Euro,N/A,382.00
2019-09,HH,Listed Shares,Ireland,OFI,Euro,N/A,394.00
2019-09,OFI,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,81.00
2019-09,FVC,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,353.00
2019-09,HH,IF Shares,United States,IF,Non-Euro,N/A,356.00
2019-09,IC,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,225.00
2019-09,FVC,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,1135.00
2019-09,IF,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,1108.00
2019-09,IF,Listed Shares,United Kingdom,OFI,Euro,N/A,393.00
2019-09,MMF,Debt Securities,Ireland,OFI,Euro,Short-Term,2051.00
2019-09,OFI,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,754.00
2019-09,IF,Listed Shares,Rest of World,NFC,Euro,N/A,719.00
2019-09,OFI,Debt Securities,Ireland,OFI,Euro,Long-Term,6282.00
2019-09,IC,Debt Securities,United States,CI,Non-Euro,Long-Term,1223.00
2019-09,IF,Debt Securities,Ireland,NFC,Non-Euro,Long-Term,88.00
2019-09,IF,Listed Shares,United States,CI,Euro,N/A,22.00
2019-09,OFI,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,2294.00
2019-09,MMF,Debt Securities,Rest of World,OFI,Euro,Short-Term,1151.00
2019-09,IC,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,817.00
2019-09,IC,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,634.00
2019-09,CI,Listed Shares,Other Euro Area,OFI,Euro,N/A,124.00
2019-09,IC,Listed Shares,Rest of World,NFC,Euro,N/A,58.00
2019-09,IF,Debt Securities,United States,OFI,Euro,Long-Term,5761.00
2019-09,PF,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,44.00
2019-09,PF,Debt Securities,Ireland,GOV,Euro,Long-Term,1129.00
2019-09,NFC,IF Shares,United States,IF,Non-Euro,N/A,46.00
2019-09,CI,Listed Shares,Other Euro Area,NFC,Euro,N/A,664.00
2019-09,CI,Listed Shares,United Kingdom,NFC,Euro,N/A,31.00
2019-09,IC,MMF Shares,Other Euro Area,MMF,Euro,N/A,7199.00
2019-09,IF,Debt Securities,United States,CI,Euro,Long-Term,1888.00
2019-09,PF,Debt Securities,United Kingdom,OFI,Euro,Long-Term,84.00
2019-09,PF,Listed Shares,Ireland,NFC,Euro,N/A,35.00
2019-09,FVC,Debt Securities,United States,GOV,Non-Euro,Short-Term,15.00
2019-09,IF,Debt Securities,Ireland,CI,Euro,Long-Term,500.00
2019-09,PF,Listed Shares,Ireland,OFI,Non-Euro,N/A,11.00
2019-09,MMF,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,36985.00
2019-09,CI,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,924.00
2019-09,IF,IF Shares,United Kingdom,IF,Euro,N/A,13128.00
2019-09,IF,Debt Securities,United Kingdom,CI,Euro,Short-Term,194.00
2019-09,OFI,Debt Securities,Rest of World,NFC,Euro,Long-Term,2291.00
2019-09,MMF,Debt Securities,United Kingdom,CI,Euro,Long-Term,1159.00
2019-09,HH,Debt Securities,Ireland,GOV,Euro,Long-Term,102.00
2019-09,CI,Debt Securities,United States,CI,Non-Euro,Long-Term,47.00
2019-09,MMF,Debt Securities,Rest of World,CI,Euro,Short-Term,11098.00
2019-09,IF,Debt Securities,United States,OFI,Non-Euro,Long-Term,109365.00
2019-09,MMF,IF Shares,United States,IF,Euro,N/A,404.00
2019-09,IC,IF Shares,Rest of World,IF,Euro,N/A,1214.00
2019-09,IF,IF Shares,Ireland,IF,Euro,N/A,73149.00
2019-09,HH,IF Shares,Other Euro Area,IF,Non-Euro,N/A,105.00
2019-09,IF,Debt Securities,United States,GOV,Euro,Long-Term,30.00
2019-09,PF,Listed Shares,Rest of World,NFC,Non-Euro,N/A,518.00
2019-09,CI,Listed Shares,Rest of World,OFI,Non-Euro,N/A,44.00
2019-09,IF,Debt Securities,Other Euro Area,CI,Euro,Long-Term,27892.00
2019-09,OFI,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,173.00
2019-09,PF,Listed Shares,United Kingdom,OFI,Euro,N/A,222.00
2019-09,OFI,Listed Shares,Ireland,OFI,Euro,N/A,34.00
2019-09,HH,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,227.00
2019-09,IF,Debt Securities,United States,GOV,Non-Euro,Short-Term,21737.00
2019-09,IC,Listed Shares,Rest of World,NFC,Non-Euro,N/A,7830.00
2019-09,IF,Debt Securities,Rest of World,CI,Euro,Short-Term,213.00
2019-09,IF,Debt Securities,Rest of World,NFC,Non-Euro,Short-Term,15.00
2019-09,FVC,Debt Securities,Ireland,OFI,Euro,Long-Term,2795.00
2019-09,MMF,Debt Securities,United States,CI,Euro,Short-Term,3159.00
2019-09,HH,Listed Shares,Other Euro Area,CI,Euro,N/A,14.00
2019-09,IF,Debt Securities,Other Euro Area,NFC,Non-Euro,Short-Term,143.00
2019-09,IC,Debt Securities,United States,CI,Euro,Long-Term,656.00
2019-09,IC,Listed Shares,Ireland,NFC,Non-Euro,N/A,545.00
2019-09,MMF,Debt Securities,United States,OFI,Non-Euro,Long-Term,5232.00
2019-09,OFI,Debt Securities,Ireland,CI,Euro,Long-Term,472.00
2019-09,NFC,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,23.00
2019-09,IF,MMF Shares,Other Euro Area,MMF,Euro,N/A,585.00
2019-09,NFC,IF Shares,United Kingdom,IF,Non-Euro,N/A,36.00
2019-09,HH,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,27.00
2019-09,HH,Debt Securities,Ireland,NFC,Euro,Long-Term,81.00
2019-09,IC,Listed Shares,United States,OFI,Non-Euro,N/A,2525.00
2019-09,FVC,Debt Securities,Ireland,GOV,Euro,Long-Term,570.00
2019-09,NFC,Listed Shares,United States,OFI,Non-Euro,N/A,10.00
2019-09,FVC,Debt Securities,Rest of World,NFC,Euro,Long-Term,7542.00
2019-09,MMF,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,754.00
2019-09,FVC,Debt Securities,Rest of World,GOV,Euro,Long-Term,90.00
2019-09,IF,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,35867.00
2019-09,OFI,Listed Shares,United States,NFC,Non-Euro,N/A,58.00
2019-09,IC,MMF Shares,Ireland,MMF,Euro,N/A,3359.00
2019-09,IF,Debt Securities,United Kingdom,OFI,Euro,Long-Term,5886.00
2019-09,IF,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,4595.00
2019-09,IC,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,24964.00
2019-09,IC,Debt Securities,Rest of World,GOV,Euro,Long-Term,549.00
2019-09,FVC,Debt Securities,United States,NFC,Non-Euro,Long-Term,421.00
2019-09,CI,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,792.00
2019-09,OFI,Debt Securities,United States,OFI,Non-Euro,Long-Term,950.00
2019-09,OFI,IF Shares,United Kingdom,IF,Euro,N/A,335.00
2019-09,IC,Listed Shares,United Kingdom,NFC,Euro,N/A,18.00
2019-09,PF,Debt Securities,Rest of World,OFI,Euro,Long-Term,52.00
2019-09,CI,MMF Shares,United States,MMF,Non-Euro,N/A,46.00
2019-09,FVC,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,11416.00
2019-09,IF,Listed Shares,United Kingdom,NFC,Euro,N/A,736.00
2019-09,PF,Debt Securities,Rest of World,NFC,Euro,Long-Term,39.00
2019-09,IF,Listed Shares,Other Euro Area,NFC,Non-Euro,N/A,501.00
2019-09,MMF,Debt Securities,United States,CI,Non-Euro,Long-Term,10616.00
2019-09,OFI,IF Shares,Rest of World,IF,Non-Euro,N/A,58.00
2019-09,FVC,Debt Securities,United States,GOV,Non-Euro,Long-Term,367.00
2019-09,IF,Debt Securities,Other Euro Area,CI,Euro,Short-Term,205.00
2019-09,IF,Debt Securities,Rest of World,OFI,Euro,Short-Term,110.00
2019-09,IF,Debt Securities,United States,CI,Euro,Short-Term,1662.00
2019-09,IF,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,22478.00
2019-09,CI,Listed Shares,Rest of World,CI,Non-Euro,N/A,-12.00
2019-09,PF,IF Shares,Other Euro Area,IF,Non-Euro,N/A,151.00
2019-09,MMF,Debt Securities,Ireland,CI,Euro,Short-Term,108.00
2019-09,CI,Debt Securities,United Kingdom,CI,Euro,Long-Term,1503.00
2019-09,IF,Debt Securities,Rest of World,NFC,Euro,Long-Term,6562.00
2019-09,FVC,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,1454.00
2019-09,PF,Listed Shares,Rest of World,OFI,Euro,N/A,1057.00
2019-09,CI,Listed Shares,United Kingdom,CI,Non-Euro,N/A,65.00
2019-09,IF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,19812.00
2019-09,PF,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,100.00
2019-09,PF,Debt Securities,United States,CI,Euro,Long-Term,18.00
2019-09,FVC,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,322.00
2019-09,OFI,Debt Securities,Rest of World,OFI,Euro,Long-Term,2633.00
2019-09,IC,Debt Securities,United Kingdom,OFI,Euro,Long-Term,1510.00
2019-09,MMF,MMF Shares,Ireland,MMF,Euro,N/A,58.00
2019-09,IC,Listed Shares,United Kingdom,CI,Non-Euro,N/A,49.00
2019-09,PF,Listed Shares,Other Euro Area,NFC,Euro,N/A,325.00
2019-09,IC,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,1381.00
2019-09,PF,Debt Securities,Ireland,OFI,Euro,Long-Term,455.00
2019-09,IF,MMF Shares,United States,MMF,Euro,N/A,315.00
2019-09,IC,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,275.00
2019-09,MMF,Debt Securities,Other Euro Area,NFC,Non-Euro,Short-Term,4072.00
2019-09,HH,Listed Shares,Other Euro Area,OFI,Euro,N/A,175.00
2019-09,PF,IF Shares,Rest of World,IF,Non-Euro,N/A,51.00
2019-09,FVC,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,731.00
2019-09,OFI,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,226.00
2019-09,PF,Debt Securities,United States,OFI,Non-Euro,Long-Term,112.00
2019-09,IC,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,788.00
2019-09,PF,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,150.00
2019-09,IF,Listed Shares,Other Euro Area,NFC,Euro,N/A,90558.00
2019-09,IC,Debt Securities,United States,GOV,Euro,Long-Term,30.00
2019-09,OFI,IF Shares,United Kingdom,IF,Non-Euro,N/A,217.00
2019-09,FVC,Debt Securities,United States,OFI,Non-Euro,Long-Term,1725.00
2019-09,IC,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,3369.00
2019-09,HH,Debt Securities,Rest of World,OFI,Euro,Long-Term,31.00
2019-09,PF,Debt Securities,United States,NFC,Non-Euro,Long-Term,431.00
2019-09,OFI,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,11903.00
2019-09,MMF,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,35055.00
2019-09,FVC,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,15872.00
2019-09,MMF,Debt Securities,Rest of World,CI,Euro,Long-Term,2677.00
2019-09,CI,Debt Securities,Rest of World,GOV,Euro,Long-Term,1000.00
2019-09,MMF,Debt Securities,United States,GOV,Non-Euro,Long-Term,11728.00
2019-09,PF,Debt Securities,United Kingdom,CI,Euro,Short-Term,25.00
2019-09,CI,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,2886.00
2019-09,FVC,Debt Securities,Rest of World,OFI,Euro,Long-Term,8152.00
2019-09,IC,Debt Securities,United Kingdom,CI,Euro,Short-Term,151.00
2019-09,OFI,Debt Securities,United Kingdom,NFC,Euro,Long-Term,5318.00
2019-09,IF,IF Shares,United States,IF,Euro,N/A,45184.00
2019-09,PF,Debt Securities,United States,GOV,Euro,Long-Term,40.00
2019-09,CI,Debt Securities,United States,CI,Euro,Long-Term,60.00
2019-09,IC,Debt Securities,Rest of World,NFC,Euro,Long-Term,1155.00
2019-09,IF,Debt Securities,United Kingdom,NFC,Euro,Long-Term,4441.00
2019-09,CI,MMF Shares,Other Euro Area,MMF,Euro,N/A,280.00
2019-09,FVC,Debt Securities,United States,CI,Non-Euro,Long-Term,998.00
2019-09,IC,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,67.00
2019-09,OFI,Debt Securities,United States,OFI,Euro,Long-Term,6533.00
2019-09,PF,Debt Securities,Other Euro Area,CI,Euro,Short-Term,21.00
2019-09,PF,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,76.00
2019-09,IF,MMF Shares,Rest of World,MMF,Non-Euro,N/A,222.00
2019-09,OFI,Debt Securities,United Kingdom,NFC,Euro,Short-Term,728.00
2019-09,OFI,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,182.00
2019-09,IC,IF Shares,Ireland,IF,Euro,N/A,30904.00
2019-09,IC,Debt Securities,Rest of World,CI,Euro,Long-Term,1958.00
2019-09,IC,Debt Securities,United States,NFC,Euro,Short-Term,58.00
2019-09,IC,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,4627.00
2019-09,OFI,Debt Securities,Ireland,NFC,Euro,Short-Term,82.00
2019-09,PF,IF Shares,United States,IF,Non-Euro,N/A,16.00
2019-09,IF,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,6904.00
2019-09,HH,IF Shares,Rest of World,IF,Non-Euro,N/A,48.00
2019-09,MMF,Debt Securities,Other Euro Area,OFI,Non-Euro,Short-Term,5776.00
2019-09,OFI,Debt Securities,Rest of World,GOV,Euro,Long-Term,26.00
2019-09,IF,Debt Securities,United Kingdom,OFI,Non-Euro,Short-Term,133.00
2019-09,IF,IF Shares,Rest of World,IF,Non-Euro,N/A,5997.00
2019-09,PF,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,39.00
2019-09,MMF,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,389.00
2019-09,IF,Listed Shares,Ireland,CI,Euro,N/A,51.00
2019-09,IF,IF Shares,Other Euro Area,IF,Euro,N/A,13399.00
2019-09,MMF,Debt Securities,Ireland,OFI,Non-Euro,Short-Term,1355.00
2019-09,IC,Debt Securities,Rest of World,OFI,Euro,Long-Term,1638.00
2019-09,IF,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,24295.00
2019-09,CI,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,200.00
2019-09,OFI,Listed Shares,Rest of World,NFC,Non-Euro,N/A,32.00
2019-09,OFI,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,1663.00
2019-09,IC,IF Shares,Other Euro Area,IF,Non-Euro,N/A,9480.00
2019-09,IC,Debt Securities,Ireland,CI,Euro,Long-Term,107.00
2019-09,IC,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,491.00
2019-09,MMF,Debt Securities,United States,CI,Euro,Long-Term,731.00
2019-09,IF,IF Shares,Other Euro Area,IF,Non-Euro,N/A,16975.00
2019-09,PF,IF Shares,United Kingdom,IF,Euro,N/A,155.00
2019-09,OFI,IF Shares,United States,IF,Non-Euro,N/A,19.00
2019-09,OFI,Debt Securities,Ireland,OFI,Euro,Short-Term,183.00
2019-09,PF,Debt Securities,United Kingdom,NFC,Euro,Long-Term,17.00
2019-09,MMF,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,63.00
2019-09,HH,IF Shares,United Kingdom,IF,Euro,N/A,21.00
2019-09,PF,Debt Securities,United Kingdom,CI,Euro,Long-Term,57.00
2019-09,IF,Debt Securities,Rest of World,GOV,Euro,Short-Term,98.00
2019-09,PF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,46.00
2019-09,IF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,7295.00
2019-09,IF,Listed Shares,United States,OFI,Non-Euro,N/A,50690.00
2019-09,MMF,Debt Securities,Other Euro Area,CI,Euro,Short-Term,21817.00
2019-09,IF,IF Shares,Rest of World,IF,Euro,N/A,43670.00
2019-09,IF,Debt Securities,Rest of World,CI,Euro,Long-Term,5859.00
2019-09,FVC,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,1517.00
2019-09,IC,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,5317.00
2019-09,IF,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,293710.00
2019-09,FVC,Debt Securities,United Kingdom,CI,Euro,Long-Term,541.00
