Reporting_Period,Holder_Sector,Instrument_Type,Issuer_Region,Issuer_Sector,Nominal_Currency,Original_Maturity,Holding_Amount
2017-06,HH,Listed Shares,Ireland,OFI,Non-Euro,N/A,19.00
2017-06,CI,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,95.00
2017-06,PF,Listed Shares,Ireland,CI,Euro,N/A,102.00
2017-06,IC,Listed Shares,Ireland,CI,Euro,N/A,174.00
2017-06,IF,Listed Shares,Rest of World,OFI,Non-Euro,N/A,30129.00
2017-06,CI,Debt Securities,Rest of World,NFC,Euro,Long-Term,85.00
2017-06,IC,MMF Shares,United Kingdom,MMF,Non-Euro,N/A,55.00
2017-06,IF,Debt Securities,United States,CI,Euro,Long-Term,3969.00
2017-06,PF,Listed Shares,Other Euro Area,NFC,Euro,N/A,752.00
2017-06,CI,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,22888.00
2017-06,NFC,Listed Shares,United States,NFC,Non-Euro,N/A,23.00
2017-06,CI,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,292.00
2017-06,HH,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,720.00
2017-06,IF,Listed Shares,Other Euro Area,CI,Euro,N/A,8644.00
2017-06,NFC,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,30.00
2017-06,IF,MMF Shares,United States,MMF,Euro,N/A,310.00
2017-06,HH,IF Shares,Other Euro Area,IF,Non-Euro,N/A,92.00
2017-06,MMF,Debt Securities,United States,CI,Non-Euro,Long-Term,1725.00
2017-06,IC,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,28.00
2017-06,PF,MMF Shares,Ireland,MMF,Euro,N/A,337.00
2017-06,HH,Debt Securities,Ireland,OFI,Euro,Long-Term,80.00
2017-06,IC,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,433.00
2017-06,MMF,Debt Securities,United States,NFC,Euro,Long-Term,58.00
2017-06,HH,Debt Securities,Rest of World,CI,Euro,Long-Term,15.00
2017-06,OFI,Debt Securities,United States,OFI,Non-Euro,Long-Term,3070.00
2017-06,PF,Listed Shares,United Kingdom,CI,Non-Euro,N/A,23.00
2017-06,CI,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,968.00
2017-06,HH,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,94.00
2017-06,OFI,Listed Shares,Rest of World,NFC,Non-Euro,N/A,117.00
2017-06,IC,IF Shares,Ireland,IF,Euro,N/A,21321.00
2017-06,CI,Debt Securities,Rest of World,GOV,Euro,Long-Term,997.00
2017-06,IC,IF Shares,Other Euro Area,IF,Euro,N/A,60851.00
2017-06,IF,Debt Securities,Ireland,NFC,Non-Euro,Long-Term,212.00
2017-06,IF,IF Shares,Ireland,IF,Euro,N/A,57213.00
2017-06,OFI,Listed Shares,United States,OFI,Non-Euro,N/A,12.00
2017-06,CI,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,203.00
2017-06,IF,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,317.00
2017-06,IC,IF Shares,Rest of World,IF,Euro,N/A,1333.00
2017-06,FVC,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,44.00
2017-06,NFC,Listed Shares,Rest of World,NFC,Non-Euro,N/A,21.00
2017-06,FVC,Debt Securities,United States,NFC,Non-Euro,Long-Term,873.00
2017-06,MMF,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,2769.00
2017-06,MMF,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,54277.00
2017-06,IF,IF Shares,Other Euro Area,IF,Euro,N/A,13816.00
2017-06,CI,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,1489.00
2017-06,OFI,Debt Securities,United States,NFC,Non-Euro,Long-Term,1035.00
2017-06,IF,IF Shares,United Kingdom,IF,Non-Euro,N/A,12706.00
2017-06,CI,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,516.00
2017-06,FVC,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,902.00
2017-06,IF,MMF Shares,United Kingdom,MMF,Non-Euro,N/A,63.00
2017-06,MMF,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,551.00
2017-06,CI,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,133.00
2017-06,CI,Debt Securities,Other Euro Area,GOV,Non-Euro,Short-Term,263.00
2017-06,CI,Debt Securities,United States,CI,Euro,Long-Term,116.00
2017-06,IF,Listed Shares,Ireland,CI,Euro,N/A,228.00
2017-06,CI,Debt Securities,Rest of World,CI,Euro,Long-Term,3246.00
2017-06,OFI,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,223.00
2017-06,IC,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,671.00
2017-06,PF,IF Shares,Other Euro Area,IF,Non-Euro,N/A,86.00
2017-06,MMF,Debt Securities,United States,OFI,Euro,Short-Term,7425.00
2017-06,OFI,Debt Securities,Ireland,OFI,Euro,Long-Term,1623.00
2017-06,IF,Debt Securities,United States,CI,Non-Euro,Long-Term,12630.00
2017-06,IF,Debt Securities,Ireland,CI,Euro,Long-Term,1092.00
2017-06,OFI,Debt Securities,Other Euro Area,OFI,Non-Euro,Short-Term,16.00
2017-06,PF,Listed Shares,Ireland,NFC,Euro,N/A,320.00
2017-06,MMF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,261.00
2017-06,IF,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,205486.00
2017-06,IC,Listed Shares,United States,OFI,Euro,N/A,214.00
2017-06,PF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,17.00
2017-06,FVC,Debt Securities,United Kingdom,NFC,Euro,Long-Term,3387.00
2017-06,CI,IF Shares,United States,IF,Non-Euro,N/A,53.00
2017-06,HH,Listed Shares,Other Euro Area,CI,Euro,N/A,17.00
2017-06,MMF,MMF Shares,Ireland,MMF,Non-Euro,N/A,761.00
2017-06,IC,Debt Securities,United States,GOV,Non-Euro,Long-Term,3300.00
2017-06,FVC,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,344.00
2017-06,IF,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,3601.00
2017-06,IF,Debt Securities,United States,GOV,Non-Euro,Short-Term,14593.00
2017-06,IC,Debt Securities,Rest of World,CI,Euro,Long-Term,1616.00
2017-06,IC,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,164.00
2017-06,PF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,48.00
2017-06,IC,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,23230.00
2017-06,HH,Listed Shares,United Kingdom,CI,Non-Euro,N/A,53.00
2017-06,FVC,Debt Securities,Ireland,NFC,Non-Euro,Long-Term,169.00
2017-06,OFI,Debt Securities,United States,GOV,Non-Euro,Short-Term,46.00
2017-06,FVC,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,1569.00
2017-06,PF,Debt Securities,United States,CI,Euro,Long-Term,12.00
2017-06,FVC,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,928.00
2017-06,IF,Debt Securities,Ireland,CI,Non-Euro,Long-Term,53.00
2017-06,OFI,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,4471.00
2017-06,OFI,Debt Securities,United Kingdom,CI,Euro,Long-Term,313.00
2017-06,IF,Listed Shares,United Kingdom,CI,Non-Euro,N/A,2379.00
2017-06,MMF,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,44534.00
2017-06,CI,MMF Shares,Ireland,MMF,Non-Euro,N/A,309.00
2017-06,IC,Debt Securities,Rest of World,GOV,Euro,Long-Term,575.00
2017-06,NFC,Listed Shares,Ireland,OFI,Euro,N/A,21.00
2017-06,FVC,Debt Securities,Rest of World,CI,Euro,Long-Term,1812.00
2017-06,IC,Listed Shares,Ireland,OFI,Euro,N/A,181.00
2017-06,IF,Debt Securities,United Kingdom,OFI,Euro,Long-Term,5114.00
2017-06,IF,Debt Securities,United Kingdom,NFC,Euro,Short-Term,90.00
2017-06,IC,Debt Securities,United States,CI,Euro,Long-Term,640.00
2017-06,IC,Listed Shares,Ireland,NFC,Euro,N/A,1139.00
2017-06,IF,Listed Shares,United States,CI,Non-Euro,N/A,16699.00
2017-06,IF,Debt Securities,Other Euro Area,GOV,Non-Euro,Short-Term,262.00
2017-06,PF,IF Shares,Rest of World,IF,Non-Euro,N/A,27.00
2017-06,IF,Debt Securities,United States,OFI,Euro,Short-Term,402.00
2017-06,OFI,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,1998.00
2017-06,OFI,Debt Securities,Ireland,CI,Euro,Long-Term,954.00
2017-06,CI,Debt Securities,Ireland,CI,Euro,Long-Term,7389.00
2017-06,IC,Debt Securities,United States,NFC,Non-Euro,Long-Term,3953.00
2017-06,MMF,Debt Securities,United Kingdom,OFI,Euro,Short-Term,177.00
2017-06,PF,Debt Securities,Rest of World,OFI,Euro,Long-Term,10.00
2017-06,OFI,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,400.00
2017-06,OFI,Listed Shares,Other Euro Area,OFI,Euro,N/A,13.00
2017-06,OFI,Debt Securities,United States,OFI,Euro,Long-Term,6832.00
2017-06,MMF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,1709.00
2017-06,IC,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,43.00
2017-06,MMF,Debt Securities,United States,OFI,Non-Euro,Long-Term,325.00
2017-06,PF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,2616.00
2017-06,HH,Listed Shares,Ireland,NFC,Non-Euro,N/A,90.00
2017-06,NFC,IF Shares,United Kingdom,IF,Non-Euro,N/A,16.00
2017-06,IC,IF Shares,United States,IF,Euro,N/A,319.00
2017-06,OFI,IF Shares,United Kingdom,IF,Non-Euro,N/A,146.00
2017-06,PF,Debt Securities,United States,OFI,Non-Euro,Long-Term,54.00
2017-06,HH,IF Shares,United States,IF,Non-Euro,N/A,357.00
2017-06,IC,Listed Shares,Other Euro Area,OFI,Euro,N/A,1162.00
2017-06,MMF,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,57753.00
2017-06,MMF,Debt Securities,United Kingdom,NFC,Euro,Long-Term,38.00
2017-06,IC,Listed Shares,United Kingdom,OFI,Euro,N/A,67.00
2017-06,MMF,Debt Securities,Rest of World,GOV,Euro,Long-Term,50.00
2017-06,IF,Listed Shares,Other Euro Area,NFC,Non-Euro,N/A,273.00
2017-06,CI,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,793.00
2017-06,MMF,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,17.00
2017-06,FVC,IF Shares,Rest of World,IF,Non-Euro,N/A,14.00
2017-06,CI,Debt Securities,United Kingdom,CI,Euro,Long-Term,1579.00
2017-06,IF,Debt Securities,United States,NFC,Non-Euro,Long-Term,64780.00
2017-06,OFI,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,67.00
2017-06,FVC,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,1411.00
2017-06,PF,Listed Shares,Rest of World,OFI,Non-Euro,N/A,98.00
2017-06,IC,Debt Securities,United States,OFI,Non-Euro,Long-Term,1724.00
2017-06,IF,IF Shares,United Kingdom,IF,Euro,N/A,11179.00
2017-06,MMF,Debt Securities,United Kingdom,NFC,Euro,Short-Term,12.00
2017-06,FVC,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,185.00
2017-06,OFI,Debt Securities,United Kingdom,CI,Euro,Short-Term,27.00
2017-06,IF,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,10508.00
2017-06,HH,Listed Shares,Rest of World,NFC,Euro,N/A,12.00
2017-06,CI,Listed Shares,Rest of World,NFC,Non-Euro,N/A,225.00
2017-06,IC,Debt Securities,Rest of World,NFC,Euro,Long-Term,867.00
2017-06,OFI,Debt Securities,United Kingdom,NFC,Euro,Long-Term,4289.00
2017-06,CI,Debt Securities,Ireland,OFI,Euro,Long-Term,19386.00
2017-06,PF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,19.00
2017-06,HH,Listed Shares,United States,NFC,Non-Euro,N/A,826.00
